review,label,score
Aplikasi yang mencerdaskan anak bangsa . Semangat Squline !!!!!,POSITIVE,0.9937064051628113
sangat recommended untuk orang-orang!💯,POSITIVE,0.9993021488189697
Aplikasi yang bagus dan user friendly,POSITIVE,0.9980740547180176
Aplikasi yang bagus dan menyenangkan,POSITIVE,0.9970832467079163
Mantap,POSITIVE,0.9990730285644531
Kerenn dan ga ribett👍🏼,POSITIVE,0.999173104763031
Sangat membantu,POSITIVE,0.9974865913391113
aplikasinya sangat helpful!,POSITIVE,0.994063675403595
belajar disini asik bangett,POSITIVE,0.9978925585746765
Aplikasi yang menarik 👍🏻,POSITIVE,0.9983956217765808
kerenn banget,POSITIVE,0.6186444759368896
bagus banget,POSITIVE,0.998884379863739
Bagus 🤩,POSITIVE,0.9979768395423889
Cukup membantu ya. :),NEGATIVE,0.44347602128982544
seru banget✨,POSITIVE,0.8908196091651917
Sangat baik,POSITIVE,0.9762376546859741
Sangat bagus,POSITIVE,0.9929921627044678
Seru dan sangat membantu! 😄,POSITIVE,0.9897264838218689
Keren,POSITIVE,0.9989928603172302
Keren banget guys,POSITIVE,0.9986188411712646
CEPET BANGET DAN BAGUS BANGET SANGAT MEMBANTU,NEGATIVE,0.998077392578125
Uwauuuuu.....keren banget!,POSITIVE,0.9989400506019592
bermanfaat bgt,POSITIVE,0.9988956451416016
Keren banget,POSITIVE,0.9989000558853149
Mantap,POSITIVE,0.9990730285644531
baguss,POSITIVE,0.9979814291000366
Aplikasi yang menarik 👍🏻,POSITIVE,0.9983956217765808
Bagus,POSITIVE,0.9306384325027466
Sangat membantu,POSITIVE,0.9974865913391113
Keren,POSITIVE,0.9989928603172302
"Tempat keren untuk belajar bahasa dan tempatnya super nyaman! Dan, asyik sekali kalau ada acara di sana, suasananya enak sekali untuk bekerja, belajar, atau berkumpul dengan orang-orang.",POSITIVE,0.9989703893661499
"Cool place to learn languages and the place is super comfy! And, it was really nice having an event there, the atmosphere was so great for working, studying, or gathering with people.",POSITIVE,0.9980727434158325
ini adalah tempat yang luar biasa bagi pelajar dan profesional. sangat nyaman dan luas. struktur aplikasinya juga bagus dan banyak mentor keren,POSITIVE,0.9991538524627686
this is a awesome place for learners and professionals. very comfortable and spacious. the app structure is also great and there lots of cool mentors,POSITIVE,0.9990088939666748
"Tempat yang bagus untuk memulai perjalanan Anda mempelajari bahasa baru seperti Inggris, Jepang, dan Mandarin. Anda bisa mendapatkan feedback langsung dari guru Anda karena sistem pembelajarannya adalah komunikasi dua arah, sehingga Anda bisa bertanya langsung kepada guru Anda.",POSITIVE,0.9794910550117493
"A great place to start your journey to learn new language such, english, japanese, and mandarin. You can get direct feedback from your teacher cause the learning systems is two way communication, so you can ask directly to your teacher.",POSITIVE,0.9887851476669312
"CAKAP adalah tempat yang tepat bagi pembelajar bahasa dan profesional. Platform pembelajaran bahasa mereka menawarkan banyak keuntungan, menjadikan prosesnya menyenangkan dan efektif. Namun bukan hanya itu – ruang kerja yang nyaman, lengkap dengan kursi mewah, kamar mandi bersih, dan kafe di dalam hotel, menciptakan suasana yang benar-benar menarik. Staf, selalu siap dengan senyum ramah dan saran bermanfaat, menjadikan keseluruhan pengalaman lebih baik. CAKAP lebih dari sekedar tempat belajar; ini adalah ruang di mana kenyamanan, kemudahan, dan kebaikan bertemu. Sangat dianjurkan!",POSITIVE,0.9982210993766785
"CAKAP is a great place for language learners and professionals alike. Their language learning platform offers a wealth of advantages, making the process enjoyable and effective. But that's not all – the comfortable workspaces, complete with plush chairs, pristine bathrooms, and an in-house café, create a truly inviting atmosphere. The staff, always ready with a friendly smile and helpful advice, make the entire experience even better. CAKAP is more than a place to learn; it's a space where comfort, convenience, and kindness converge. Highly recommended!",POSITIVE,0.9970920085906982
"Tempat yang sangat bagus, pendirinya baik, rendah hati dan mendidik",POSITIVE,0.994205892086029
"Very good place, founders are nice, humble and educative",POSITIVE,0.9988312125205994
"Ini adalah aplikasi yang bagus untuk belajar bahasa asing, menyenangkan dan gurunya sangat membantu dan ramah dalam mengajar kami. Layak untuk dicoba jika Anda ingin belajar bahasa baru dengan harga terjangkau :)",POSITIVE,0.9985218644142151
"Its a great apps to learn foreign language , its fun and the teacher is really helpful and friendly when it comes to teach us. It's worth to try if you want to learn a new language in a good price :)",POSITIVE,0.9987512826919556
Mendapatkan pengalaman luar biasa menggunakan Cakap. Hal ini memungkinkan saya untuk belajar bahasa dengan cara yang menyenangkan namun efektif karena gurunya sangat ramah dan berpengetahuan. Harganya terjangkau jadi patut dicoba.,POSITIVE,0.9980583786964417
Had an amazing experience using Cakap. It allows me to learn languages in a fun yet effective way as the teachers are very friendly and knowledgeable. The price is affordable so it's definitely worth a try.,POSITIVE,0.9986250400543213
Tempat terbaik untuk mengembangkan dan meningkatkan keterampilan belajar bahasa yang tidak hanya akan meningkatkan kinerja individu tetapi juga mengakomodasi kebutuhan para peminat bahasa.,POSITIVE,0.987373411655426
The best place to develop and enhance the language learning skills which will not only improve the individual performance but also to accommodate the needs of the language enthusiasts.,POSITIVE,0.9839980602264404
"Pengalaman belajar online yang mulus. Saya sangat menyukai Cakap English Club Premium karena memungkinkan saya berlatih bahasa Inggris dengan cara yang menyenangkan, dengan topik yang kekinian dan keren. Guru-gurunya komunikatif dan selalu mampu menjawab pertanyaan saya. Mereka juga sangat bagus. Ada guru asing dan Indonesia. Semuanya baik padaku! Agen layanan pelanggan cepat menanggapi pertanyaan saya. Tidak dapat meminta aplikasi yang lebih baik. Kerja bagus, Cakap! 10 dari 10 ⭐⭐⭐⭐⭐",POSITIVE,0.9984652996063232
"Seamless online learning experience. I like Cakap English Club Premium so much as it allows me to practice English in a fun way, with topics that are modern and cool. The teachers are communicative and always able to answer my questions. They're very nice, too. There are foreign and Indonesian teachers. All are nice to me! The customer service agents are fast to respond to my questions. Couldn't ask for a better app. Good job Cakap! 10 out of 10 ⭐⭐⭐⭐⭐",POSITIVE,0.997158408164978
"Cakap menawarkan banyak program bagi mereka yang ingin mempelajari bahasa asing apa pun yang relevan dan banyak digunakan seperti Inggris, Mandarin, Jepang, dan Korea. Mereka juga menyediakan aplikasi hebat yang tersedia di perangkat Android dan iOS. Pastinya akan menjadi pengalaman yang menyenangkan dan menyenangkan untuk mempelajari bahasa baru.",POSITIVE,0.9822779893875122
"Cakap offers a lot of programs for those who are willing to learn any relevant and widely used foreign languages such as English, Mandarin Chinese, Japanese and Korean. They also provide a great application which is available both on android and iOS devices. It'll surely be a pleasant and fun experience to learn new languages.",POSITIVE,0.9768204689025879
"Aplikasi yang mumpuni sangat membantu saya sebagai seorang driver ojek online, dimana kemajuan teknologi saat ini sudah sangat pesat, perlu sedikit penguasaan bahasa inggris untuk bisa berbicara dengan konsumen dari luar negeri yang tidak bisa berbahasa indonesia, terima kasih CAKAP aplikasi pembelajaran bahasa terbaik. Hebat 👍👍👍👍👍",POSITIVE,0.9985013008117676
"the capable applicatiom really helped me as an online motorcycle taxi driver,where technological advances are now greatly increasing, it is necessary as an to have a little  proficiency in English to be able to talk to comsumers from aboard who cannot speak indonesian, thank you CAKAP the best language learning application. Greats 👍👍👍👍👍",POSITIVE,0.9883522391319275
Cakap adalah tempat yang bagus untuk belajar beberapa bahasa asing. Ini menyediakan fitur yang dapat membantu siswanya mempelajari bahasa dengan mudah dan cepat. Hal ini juga memberikan kesempatan kepada mahasiswanya untuk mendapatkan teman baru dan memperluas wawasannya. Cakap benar-benar merupakan tempat untuk mengangkat kehidupan masyarakat,POSITIVE,0.9971401691436768
Cakap is a great place to learn some foreign languages. It provides features which can help its students to learn the languages easily and fast. It also provides opportunities for its students to make new friends and expand their horizon. Cakap is truly a place to elevate people's lives,POSITIVE,0.9974543452262878
Terima kasih kepada Cakap dan para guru yang sangat membantu dan ramah. Dan promo yang selalu ada. Jika memungkinkan tambahkan bahasa Prancis,POSITIVE,0.9966879487037659
Thanks to Cakap dan teacher2nya yg sangat helpfull dan friendly. Serta promonya yg selalu ada. Kalau boleh tambah bahasa Perancis dong,POSITIVE,0.9896522164344788
"Saya percaya bahwa aplikasi ini memiliki visual dan UX yang bagus, dan juga memiliki pendekatan metode pengajaran yang berbeda, yang menurut saya bagus. Saya ingin melihat lebih banyak dari aplikasi ini.",POSITIVE,0.9931371212005615
"I believe that this application has a good visual and UX, and also it has a different approach to teaching methods, which is good in my book. I would like to see more from this app.",POSITIVE,0.9864691495895386
Pengalaman yang menyenangkan selama menggunakan Capak. Aplikasi bagus untuk belajar bahasa asing dengan penutur asli.,POSITIVE,0.9966421127319336
Pengalaman yang menyenangkan selama menggunakan Cakap. Aplikasi yang bagus untuk belajar bahasa asing dengan native speakers.,POSITIVE,0.9955518841743469
Tempat yang bagus untuk belajar dan belajar,POSITIVE,0.9926373958587646
Great place to study and learn,POSITIVE,0.9369251132011414
Saya mendapatkan pengalaman belajar yang luar biasa di sini. Guru-gurunya baik dan profesional. Tempatnya nyaman. Semuanya hadir dengan harga yang wajar.,POSITIVE,0.9976654052734375
I had a great learning experience in here.The teachers are nice and professional. The place is cozy. All comes in a reasonable price.,POSITIVE,0.9983094930648804
Senang belajar bahasa Inggris lisan dan Mandarin. Tutornya sangat menyenangkan dan ramah. Penjelasan materinya juga mudah dipahami. Terima kasih sudah berbicara,POSITIVE,0.9984728693962097
Love to learn  english and mandarin di cakap. Tutornya sangat menyenangkan dan ramah. Menjelaskan materinya juga mudah untuk dipahami. Thankyou cakap,POSITIVE,0.9975796341896057
"Aplikasi speaking terbaik untuk belajar bahasa asing, interaktif dan model pembelajarannya menarik, speak the best!",POSITIVE,0.998330295085907
"Aplikasi cakap terbaik buat belajar bahasa asing, interaktif dan model pembelajarnya menarik, cakap the best!",POSITIVE,0.9983795881271362
"Cakap adalah tempat yang bagus untuk belajar bahasa asing, Aplikasi Cakap juga luar biasa dan mudah digunakan. Saya menyarankan Anda untuk setidaknya mencobanya dan merasakan sendiri pengalamannya.",POSITIVE,0.9963445067405701
"Cakap is an awesome place to learn foreign language, the Cakap App is also amazing and easy to use. I recommend you to at least try it out and have the experience yourself.",POSITIVE,0.9963548183441162
"Aplikasi yang sangat membantu untuk meningkatkan bahasa asing karena sangat user friendly. Terima kasih, bicara!✨👍🏻",POSITIVE,0.9967435002326965
Aplikasi yang sangat helpful untuk improve bahasa asing karena user friendly banget. Thank youu Cakap!✨👍🏻,POSITIVE,0.9981067180633545
Cara yang sangat efektif untuk belajar bahasa mandarin dan bahasa inggris dengan guru penutur asli! Punya pengalaman menyenangkan selama kursus bahasa mandarin saya.,POSITIVE,0.9949487447738647
Really effective way to learn mandarin n english with native speaking teacher! Had fun experience during my mandarin course.,POSITIVE,0.9978412389755249
"Aplikasi Hebat, gunakan ini untuk belajar bahasa JepangCSnya ramah, gurunya hebat, dan worth it banget sama harganya",POSITIVE,0.9976619482040405
"Great App, used this to study JapaneseFriendly CS, great teacher, and really worth the price",POSITIVE,0.9871832132339478
Ini sangat keren dan memiliki nilai yang kuat! Sangat membantu banyak orang untuk meningkatkan kemampuan bahasa mereka!!,POSITIVE,0.9939286708831787
Its very cool and have strong value ! Really helps lot of people to improve their language skills !!,POSITIVE,0.9971200227737427
"terima kasih CAKAP sudah menjadi partner belajar di pintaria, materi pembelajaran sangat mudah dan cepat dipahami, kompeten aplikasi belajar online terbaik, Recomended 👍",POSITIVE,0.9991353154182434
"thank you CAKAP for being a partner of learning at pintaria, the learning material is very easy and fast to understand, competent the best online learning application, Recomended 👍",POSITIVE,0.997876763343811
"Punya pengalaman hebat menggunakan Cakap. Guru mempunyai kepribadian yang berkesinambungan, pengetahuan yang luas dan membangun keterlibatan yang intensif.",POSITIVE,0.9936323761940002
"Had a great experience using Cakap. The teacher has an ongoing personality, extensive knowledge and built a intensive engagement.",POSITIVE,0.993960976600647
"Aplikasi CAKAP sangat membantu, saya mahasiswa English Club selama 2 tahun dan sekarang bahasa Inggris saya semakin meningkat..",POSITIVE,0.9905430674552917
"CAKAP app is very helpful, I am a student of English Club for 2 years and now my English is improving..",POSITIVE,0.9000812768936157
